Project Name,Address,Area (sqm),Type of Area,Transacted Price ($),Unit Price ($ psm),Unit Price ($ psf),Contract Date,Property Type,Tenure,Type of Sale,Postal District,Postal Sector,Postal Code,Planning Region,Planning Area
PARKLANE SHOPPING MALL,35 Selegie Road  #04-18 ,37,Strata,950000,25676,2385,24-OCT-2014,Retail,99 Yrs From 01/12/1974,Resale,07,18,188307,Central Region,Rochor
GOLDEN MILE TOWER,6001 Beach Road  #B1-11 ,26,Strata,380000,14615,1358,23-OCT-2014,Retail,99 Yrs From 09/06/1969,Resale,07,19,199589,Central Region,Kallang
ORCHID HOTEL,1 Tras Link  #01-14 ,34,Strata,2550000,75000,6968,21-OCT-2014,Retail,99 Yrs From 02/10/2007,Resale,02,07,078867,Central Region,Outram
ORCHARD PLAZA,150 Orchard Road  #03-39 ,20,Strata,900000,45000,4181,20-OCT-2014,Retail,99 Yrs From 02/06/1977,Resale,09,23,238841,Central Region,Orchard
GOLDEN MILE COMPLEX,5001 Beach Road  #01-83 ,18,Strata,315000,17500,1626,15-OCT-2014,Retail,99 Yrs From 04/08/1969,Resale,07,19,199588,Central Region,Kallang
HAVELOCK2,2 Havelock Road  #02-30 ,18,Strata,772073,42893,3985,15-OCT-2014,Retail,99 Yrs From 04/05/1983,New Sale,01,05,059763,Central Region,Singapore River
HAVELOCK2,2 Havelock Road  #02-31 ,18,Strata,772073,42893,3985,14-OCT-2014,Retail,99 Yrs From 04/05/1983,New Sale,01,05,059763,Central Region,Singapore River
HAVELOCK2,2 Havelock Road  #02-09 ,34,Strata,1302237,38301,3558,14-OCT-2014,Retail,99 Yrs From 04/05/1983,New Sale,01,05,059763,Central Region,Singapore River
CITY GATE,371 Beach Road  #B1-72 ,38,Strata,1388000,36526,3393,09-OCT-2014,Retail,99 Yrs From 15/04/2014,New Sale,07,19,199597,Central Region,Kallang
BUKIT TIMAH PLAZA,1 Jalan Anak Bukit  #B1-32 ,39,Strata,1105000,28333,2632,07-OCT-2014,Retail,99 Yrs From 30/08/1976,Resale,21,58,588996,Central Region,Bukit Timah
THE RIVERSIDE PIAZZA,11 Keng Cheow Street  #01-08 ,58,Strata,1420000,24483,2275,07-OCT-2014,Retail,99 Yrs From 02/10/1992,Resale,01,05,059608,Central Region,Singapore River
BUKIT TIMAH PLAZA,1 Jalan Anak Bukit  #B1-52B ,56,Strata,1122222,20040,1862,02-OCT-2014,Retail,99 Yrs From 30/08/1976,Resale,21,58,588996,Central Region,Bukit Timah
PEOPLE'S PARK COMPLEX,1 Park Road  #03-80 ,39,Strata,1200000,30769,2859,02-OCT-2014,Retail,99 Yrs From 25/03/1968,Resale,01,05,059108,Central Region,Outram
BUKIT TIMAH PLAZA,1 Jalan Anak Bukit  #B1-52 ,139,Strata,2805555,20184,1875,02-OCT-2014,Retail,99 Yrs From 30/08/1976,Resale,21,58,588996,Central Region,Bukit Timah
THE PLAZA,7500A Beach Road  #01-308/309/322/323 ,103,Strata,1868000,18136,1685,29-SEP-2014,Retail,99 Yrs From 03/09/1968,Resale,07,19,199591,Central Region,Kallang
FORTUNE CENTRE,190 Middle Road  #03-03 ,31,Strata,725000,23387,2173,29-SEP-2014,Retail,99 Yrs From 18/10/1980,Resale,07,18,188979,Central Region,Rochor
VISION EXCHANGE,2 Venture Drive  #02-32 ,56,Strata,2811000,50196,4663,25-SEP-2014,Retail,99 Yrs From 10/06/2013,New Sale,22,60,608526,West Region,Jurong East
THE RIVERSIDE PIAZZA,11 Keng Cheow Street  #01-02 ,70,Strata,1350000,19286,1792,24-SEP-2014,Retail,99 Yrs From 02/10/1992,Resale,01,05,059608,Central Region,Singapore River
HAVELOCK2,2 Havelock Road  #01-33 ,24,Strata,1225308,51055,4743,23-SEP-2014,Retail,99 Yrs From 04/05/1983,New Sale,01,05,059763,Central Region,Singapore River
VISION EXCHANGE,2 Venture Drive  #01-21 ,57,Strata,3445000,60439,5615,23-SEP-2014,Retail,99 Yrs From 10/06/2013,New Sale,22,60,608526,West Region,Jurong East
VISION EXCHANGE,2 Venture Drive  #01-22 ,60,Strata,3627000,60450,5616,23-SEP-2014,Retail,99 Yrs From 10/06/2013,New Sale,22,60,608526,West Region,Jurong East
HAVELOCK2,2 Havelock Road  #01-19 ,23,Strata,1397700,60770,5646,23-SEP-2014,Retail,99 Yrs From 04/05/1983,New Sale,01,05,059763,Central Region,Singapore River
CITY GATE,371 Beach Road  #02-37 ,65,Strata,2668500,41054,3814,22-SEP-2014,Retail,99 Yrs From 15/04/2014,New Sale,07,19,199597,Central Region,Kallang
SULTAN PLAZA,100 Jalan Sultan  #03-08 ,42,Strata,578560,13775,1280,19-SEP-2014,Retail,99 Yrs From 02/05/1978,Resale,07,19,199001,Central Region,Kallang
CITY GATE,371 Beach Road  #01-07 ,48,Strata,3028500,63094,5862,19-SEP-2014,Retail,99 Yrs From 15/04/2014,New Sale,07,19,199597,Central Region,Kallang
HAVELOCK2,2 Havelock Road  #01-21 ,28,Strata,1627500,58125,5400,19-SEP-2014,Retail,99 Yrs From 04/05/1983,New Sale,01,05,059763,Central Region,Singapore River
CITY GATE,371 Beach Road  #01-06 ,47,Strata,2978250,63367,5887,19-SEP-2014,Retail,99 Yrs From 15/04/2014,New Sale,07,19,199597,Central Region,Kallang
HAVELOCK2,2 Havelock Road  #03-09 ,124,Strata,2927000,23605,2193,17-SEP-2014,Retail,99 Yrs From 04/05/1983,New Sale,01,05,059763,Central Region,Singapore River
HAVELOCK2,2 Havelock Road  #01-20 ,25,Strata,1482000,59280,5507,17-SEP-2014,Retail,99 Yrs From 04/05/1983,New Sale,01,05,059763,Central Region,Singapore River
HIGH STREET CENTRE,1 North Bridge Road  #02-15 ,38,Strata,388000,10211,949,16-SEP-2014,Retail,99 Yrs From 02/06/1969,Resale,06,17,179094,Central Region,Downtown Core
VISION EXCHANGE,2 Venture Drive  #02-47 ,53,Strata,2679000,50547,4696,15-SEP-2014,Retail,99 Yrs From 10/06/2013,New Sale,22,60,608526,West Region,Jurong East
VISION EXCHANGE,2 Venture Drive  #02-41 ,53,Strata,2661000,50208,4664,15-SEP-2014,Retail,99 Yrs From 10/06/2013,New Sale,22,60,608526,West Region,Jurong East
PARC SOMME,62 Somme Road  #01-03 ,35,Strata,780000,22286,2070,15-SEP-2014,Retail,99 Yrs From 06/05/2008,Resale,08,20,207877,Central Region,Kallang
CITY GATE,371 Beach Road  #01-15 ,74,Strata,4458000,60243,5597,09-SEP-2014,Retail,99 Yrs From 15/04/2014,New Sale,07,19,199597,Central Region,Kallang
HIGH STREET CENTRE,1 North Bridge Road  #B1-57 ,30,Strata,740000,24667,2292,08-SEP-2014,Retail,99 Yrs From 02/06/1969,Resale,06,17,179094,Central Region,Downtown Core
HAVELOCK2,2 Havelock Road  #01-11 ,118,Strata,2488600,21090,1959,05-SEP-2014,Retail,99 Yrs From 04/05/1983,New Sale,01,05,059763,Central Region,Singapore River
JUNCTION NINE,18 Yishun Avenue 9  #01-37 ,88,Strata,4116000,46773,4345,05-SEP-2014,Retail,99 Yrs From 30/04/2013,New Sale,27,76,768897,North Region,Yishun
HAVELOCK2,2 Havelock Road  #01-32 ,25,Strata,1338400,53536,4974,03-SEP-2014,Retail,99 Yrs From 04/05/1983,New Sale,01,05,059763,Central Region,Singapore River
HAVELOCK2,2 Havelock Road  #01-40 ,20,Strata,1097000,54850,5096,02-SEP-2014,Retail,99 Yrs From 04/05/1983,New Sale,01,05,059763,Central Region,Singapore River
CITY GATE,371 Beach Road  #B1-40 ,37,Strata,1338750,36182,3361,01-SEP-2014,Retail,99 Yrs From 15/04/2014,New Sale,07,19,199597,Central Region,Kallang
HAVELOCK2,2 Havelock Road  #01-23 ,14,Strata,885150,63225,5874,01-SEP-2014,Retail,99 Yrs From 04/05/1983,New Sale,01,05,059763,Central Region,Singapore River
GOLDEN MILE COMPLEX,5001 Beach Road  #03-98E ,20,Strata,375000,18750,1742,01-SEP-2014,Retail,99 Yrs From 04/08/1969,Resale,07,19,199588,Central Region,Kallang
HAVELOCK2,2 Havelock Road  #01-15 ,25,Strata,1587700,63508,5900,29-AUG-2014,Retail,99 Yrs From 04/05/1983,New Sale,01,05,059763,Central Region,Singapore River
HAVELOCK2,2 Havelock Road  #01-07 ,22,Strata,1091000,49591,4607,29-AUG-2014,Retail,99 Yrs From 04/05/1983,New Sale,01,05,059763,Central Region,Singapore River
HAVELOCK2,2 Havelock Road  #01-39 ,18,Strata,1041800,57878,5377,29-AUG-2014,Retail,99 Yrs From 04/05/1983,New Sale,01,05,059763,Central Region,Singapore River
FU LU SHOU COMPLEX,149 Rochor Road  #02-14 ,55,Strata,1680000,30545,2838,28-AUG-2014,Retail,99 Yrs From 16/06/1980,Resale,07,18,188425,Central Region,Rochor
CT HUB 2,114 Lavender Street  #01-04 ,28,Strata,833509,29768,2766,28-AUG-2014,Retail,99 Yrs From 14/01/1976,New Sale,12,33,338729,Central Region,Kallang
HAVELOCK2,2 Havelock Road  #01-47 ,16,Strata,824000,51500,4784,26-AUG-2014,Retail,99 Yrs From 04/05/1983,New Sale,01,05,059763,Central Region,Singapore River
CITY GATE,371 Beach Road  #B1-44 ,83,Strata,3078750,37093,3446,26-AUG-2014,Retail,99 Yrs From 15/04/2014,New Sale,07,19,199597,Central Region,Kallang
JUNCTION NINE,18 Yishun Avenue 9  #02-26 ,27,Strata,1121360,41532,3858,26-AUG-2014,Retail,99 Yrs From 30/04/2013,Sub Sale,27,76,768897,North Region,Yishun
GOLDEN MILE COMPLEX,5001 Beach Road  #03-45 ,47,Strata,520000,11064,1028,26-AUG-2014,Retail,99 Yrs From 04/08/1969,Resale,07,19,199588,Central Region,Kallang
BUKIT TIMAH PLAZA,1 Jalan Anak Bukit  #02-09A ,19,Strata,620000,32632,3032,26-AUG-2014,Retail,99 Yrs From 30/08/1976,Resale,21,58,588996,Central Region,Bukit Timah
THE GOLDEN LANDMARK,390 Victoria Street  #03-48 ,29,Strata,615000,21207,1970,22-AUG-2014,Retail,99 Yrs From 30/04/1981,Resale,07,18,188061,Central Region,Rochor
CITY GATE,371 Beach Road  #B1-45 ,67,Strata,2580000,38507,3577,21-AUG-2014,Retail,99 Yrs From 15/04/2014,New Sale,07,19,199597,Central Region,Kallang
CITY GATE,371 Beach Road  #02-47 ,26,Strata,1188000,45692,4245,20-AUG-2014,Retail,99 Yrs From 15/04/2014,New Sale,07,19,199597,Central Region,Kallang
CITY GATE,371 Beach Road  #02-12 ,48,Strata,2198250,45797,4255,20-AUG-2014,Retail,99 Yrs From 15/04/2014,New Sale,07,19,199597,Central Region,Kallang
HAVELOCK2,2 Havelock Road  #01-18 ,19,Strata,1127000,59316,5511,20-AUG-2014,Retail,99 Yrs From 04/05/1983,New Sale,01,05,059763,Central Region,Singapore River
CITY GATE,371 Beach Road  #01-46 ,49,Strata,2368500,48337,4491,20-AUG-2014,Retail,99 Yrs From 15/04/2014,New Sale,07,19,199597,Central Region,Kallang
CITY GATE,371 Beach Road  #02-13 ,48,Strata,2198250,45797,4255,20-AUG-2014,Retail,99 Yrs From 15/04/2014,New Sale,07,19,199597,Central Region,Kallang
CITY GATE,371 Beach Road  #01-14 ,50,Strata,2938500,58770,5460,20-AUG-2014,Retail,99 Yrs From 15/04/2014,New Sale,07,19,199597,Central Region,Kallang
CITY GATE,371 Beach Road  #02-14 ,47,Strata,2268000,48255,4483,20-AUG-2014,Retail,99 Yrs From 15/04/2014,New Sale,07,19,199597,Central Region,Kallang
CITY GATE,371 Beach Road  #01-47 ,38,Strata,1948500,51276,4764,20-AUG-2014,Retail,99 Yrs From 15/04/2014,New Sale,07,19,199597,Central Region,Kallang
HAVELOCK2,2 Havelock Road  #02-28 ,22,Strata,1052000,47818,4442,20-AUG-2014,Retail,99 Yrs From 04/05/1983,New Sale,01,05,059763,Central Region,Singapore River
CITY GATE,371 Beach Road  #01-33 ,56,Strata,2323000,41482,3854,19-AUG-2014,Retail,99 Yrs From 15/04/2014,New Sale,07,19,199597,Central Region,Kallang
CITY GATE,371 Beach Road  #B1-15 ,436,Strata,16000000,36697,3409,18-AUG-2014,Retail,99 Yrs From 15/04/2014,New Sale,07,19,199597,Central Region,Kallang
SINGAPORE SHOPPING CENTRE,190 Clemenceau Avenue  #01-18 ,41,Strata,999000,24366,2264,18-AUG-2014,Retail,99 Yrs From 01/05/1948,Resale,09,23,239924,Central Region,Museum
HAVELOCK2,2 Havelock Road  #01-08 ,33,Strata,2255000,68333,6348,18-AUG-2014,Retail,99 Yrs From 04/05/1983,New Sale,01,05,059763,Central Region,Singapore River
CITY GATE,371 Beach Road  #B1-24 ,40,Strata,1248000,31200,2899,14-AUG-2014,Retail,99 Yrs From 15/04/2014,New Sale,07,19,199597,Central Region,Kallang
CITY GATE,371 Beach Road  #01-35 ,55,Strata,2958000,53782,4996,14-AUG-2014,Retail,99 Yrs From 15/04/2014,New Sale,07,19,199597,Central Region,Kallang
HAVELOCK2,2 Havelock Road  #01-41 ,24,Strata,966000,40250,3739,14-AUG-2014,Retail,99 Yrs From 04/05/1983,New Sale,01,05,059763,Central Region,Singapore River
CITY GATE,371 Beach Road  #02-33 ,59,Strata,1968000,33356,3099,14-AUG-2014,Retail,99 Yrs From 15/04/2014,New Sale,07,19,199597,Central Region,Kallang
CITY GATE,371 Beach Road  #B1-18 ,31,Strata,1528500,49306,4581,14-AUG-2014,Retail,99 Yrs From 15/04/2014,New Sale,07,19,199597,Central Region,Kallang
CITY GATE,371 Beach Road  #02-58 ,36,Strata,1468500,40792,3790,14-AUG-2014,Retail,99 Yrs From 15/04/2014,New Sale,07,19,199597,Central Region,Kallang
CITY GATE,371 Beach Road  #B1-53 ,32,Strata,1068000,33375,3101,14-AUG-2014,Retail,99 Yrs From 15/04/2014,New Sale,07,19,199597,Central Region,Kallang
HAVELOCK2,2 Havelock Road  #01-13 ,24,Strata,1695200,70633,6562,14-AUG-2014,Retail,99 Yrs From 04/05/1983,New Sale,01,05,059763,Central Region,Singapore River
CITY GATE,371 Beach Road  #B1-28 ,38,Strata,1378500,36276,3370,13-AUG-2014,Retail,99 Yrs From 15/04/2014,New Sale,07,19,199597,Central Region,Kallang
CITY GATE,371 Beach Road  #02-43 ,42,Strata,1938000,46143,4287,13-AUG-2014,Retail,99 Yrs From 15/04/2014,New Sale,07,19,199597,Central Region,Kallang
CITY GATE,371 Beach Road  #B1-52 ,28,Strata,868500,31018,2882,13-AUG-2014,Retail,99 Yrs From 15/04/2014,New Sale,07,19,199597,Central Region,Kallang
CITY GATE,371 Beach Road  #01-12 ,33,Strata,2238000,67818,6300,13-AUG-2014,Retail,99 Yrs From 15/04/2014,New Sale,07,19,199597,Central Region,Kallang
CITY GATE,371 Beach Road  #02-03 ,97,Strata,4580250,47219,4387,13-AUG-2014,Retail,99 Yrs From 15/04/2014,New Sale,07,19,199597,Central Region,Kallang
CITY GATE,371 Beach Road  #B1-21 ,53,Strata,1768500,33368,3100,13-AUG-2014,Retail,99 Yrs From 15/04/2014,New Sale,07,19,199597,Central Region,Kallang
CITY GATE,371 Beach Road  #01-13 ,40,Strata,2468250,61706,5733,13-AUG-2014,Retail,99 Yrs From 15/04/2014,New Sale,07,19,199597,Central Region,Kallang
CITY GATE,371 Beach Road  #B1-54 ,30,Strata,1038000,34600,3214,13-AUG-2014,Retail,99 Yrs From 15/04/2014,New Sale,07,19,199597,Central Region,Kallang
CITY GATE,371 Beach Road  #B1-55 ,42,Strata,1568250,37339,3469,13-AUG-2014,Retail,99 Yrs From 15/04/2014,New Sale,07,19,199597,Central Region,Kallang
CITY GATE,371 Beach Road  #B1-17 ,31,Strata,1528500,49306,4581,13-AUG-2014,Retail,99 Yrs From 15/04/2014,New Sale,07,19,199597,Central Region,Kallang
CITY GATE,371 Beach Road  #B1-22 ,54,Strata,1798500,33306,3094,13-AUG-2014,Retail,99 Yrs From 15/04/2014,New Sale,07,19,199597,Central Region,Kallang
JUNCTION NINE,18 Yishun Avenue 9  #02-04 ,52,Strata,1790000,34423,3198,12-AUG-2014,Retail,99 Yrs From 30/04/2013,Sub Sale,27,76,768897,North Region,Yishun
CITY GATE,371 Beach Road  #01-51 ,39,Strata,1998000,51231,4759,12-AUG-2014,Retail,99 Yrs From 15/04/2014,New Sale,07,19,199597,Central Region,Kallang
CITY GATE,371 Beach Road  #01-01 ,72,Strata,4480500,62229,5781,12-AUG-2014,Retail,99 Yrs From 15/04/2014,New Sale,07,19,199597,Central Region,Kallang
BEAUTY WORLD CENTRE,144 Upper Bukit Timah Road  #01-34 ,26,Strata,700000,26923,2501,12-AUG-2014,Retail,99 Yrs From 18/09/1979,Resale,21,58,588177,Central Region,Bukit Timah
CITY GATE,371 Beach Road  #02-02 ,78,Strata,3858000,49462,4595,12-AUG-2014,Retail,99 Yrs From 15/04/2014,New Sale,07,19,199597,Central Region,Kallang
CITY GATE,371 Beach Road  #B1-62 ,40,Strata,1468500,36713,3411,12-AUG-2014,Retail,99 Yrs From 15/04/2014,New Sale,07,19,199597,Central Region,Kallang
CITY GATE,371 Beach Road  #01-52 ,39,Strata,1998000,51231,4759,12-AUG-2014,Retail,99 Yrs From 15/04/2014,New Sale,07,19,199597,Central Region,Kallang
CITY GATE,371 Beach Road  #01-44 ,34,Strata,1388250,40831,3793,12-AUG-2014,Retail,99 Yrs From 15/04/2014,New Sale,07,19,199597,Central Region,Kallang
CITY GATE,371 Beach Road  #B1-74 ,40,Strata,1478250,36956,3433,12-AUG-2014,Retail,99 Yrs From 15/04/2014,New Sale,07,19,199597,Central Region,Kallang
CITY GATE,371 Beach Road  #B1-27 ,37,Strata,1278000,34541,3209,12-AUG-2014,Retail,99 Yrs From 15/04/2014,New Sale,07,19,199597,Central Region,Kallang
CITY GATE,371 Beach Road  #02-18 ,27,Strata,1788000,66222,6152,11-AUG-2014,Retail,99 Yrs From 15/04/2014,New Sale,07,19,199597,Central Region,Kallang
CITY GATE,371 Beach Road  #02-59 ,38,Strata,1468500,38645,3590,11-AUG-2014,Retail,99 Yrs From 15/04/2014,New Sale,07,19,199597,Central Region,Kallang
CITY GATE,371 Beach Road  #01-41 ,40,Strata,1880250,47006,4367,11-AUG-2014,Retail,99 Yrs From 15/04/2014,New Sale,07,19,199597,Central Region,Kallang
SIM LIM SQUARE,1 Rochor Canal Road  #06-55 ,33,Strata,1530000,46364,4307,11-AUG-2014,Retail,99 Yrs From 08/04/1983,Resale,07,18,188504,Central Region,Rochor
CITY GATE,371 Beach Road  #01-22 ,31,Strata,1728000,55742,5179,11-AUG-2014,Retail,99 Yrs From 15/04/2014,New Sale,07,19,199597,Central Region,Kallang
CITY GATE,371 Beach Road  #02-38 ,30,Strata,1088250,36275,3370,11-AUG-2014,Retail,99 Yrs From 15/04/2014,New Sale,07,19,199597,Central Region,Kallang
CITY GATE,371 Beach Road  #B1-73 ,38,Strata,1398000,36789,3418,11-AUG-2014,Retail,99 Yrs From 15/04/2014,New Sale,07,19,199597,Central Region,Kallang
CITY GATE,371 Beach Road  #02-20 ,35,Strata,1738500,49671,4615,11-AUG-2014,Retail,99 Yrs From 15/04/2014,New Sale,07,19,199597,Central Region,Kallang
CITY GATE,371 Beach Road  #02-01 ,53,Strata,2780250,52458,4873,11-AUG-2014,Retail,99 Yrs From 15/04/2014,New Sale,07,19,199597,Central Region,Kallang
CITY GATE,371 Beach Road  #B1-76 ,39,Strata,1248000,32000,2973,11-AUG-2014,Retail,99 Yrs From 15/04/2014,New Sale,07,19,199597,Central Region,Kallang
CITY GATE,371 Beach Road  #01-02 ,75,Strata,4599900,61332,5698,08-AUG-2014,Retail,99 Yrs From 15/04/2014,New Sale,07,19,199597,Central Region,Kallang
CITY GATE,371 Beach Road  #01-04 ,73,Strata,4480200,61373,5702,08-AUG-2014,Retail,99 Yrs From 15/04/2014,New Sale,07,19,199597,Central Region,Kallang
CITY GATE,371 Beach Road  #01-49 ,30,Strata,1868000,62267,5785,08-AUG-2014,Retail,99 Yrs From 15/04/2014,New Sale,07,19,199597,Central Region,Kallang
CITY GATE,371 Beach Road  #01-28 ,45,Strata,1738500,38633,3589,08-AUG-2014,Retail,99 Yrs From 15/04/2014,New Sale,07,19,199597,Central Region,Kallang
CITY GATE,371 Beach Road  #02-56 ,34,Strata,1431307,42097,3911,07-AUG-2014,Retail,99 Yrs From 15/04/2014,New Sale,07,19,199597,Central Region,Kallang
CITY GATE,371 Beach Road  #01-11 ,41,Strata,2698500,65817,6115,07-AUG-2014,Retail,99 Yrs From 15/04/2014,New Sale,07,19,199597,Central Region,Kallang
CITY GATE,371 Beach Road  #02-57 ,32,Strata,1341757,41930,3895,07-AUG-2014,Retail,99 Yrs From 15/04/2014,New Sale,07,19,199597,Central Region,Kallang
CITY GATE,371 Beach Road  #B1-23 ,42,Strata,1478250,35196,3270,07-AUG-2014,Retail,99 Yrs From 15/04/2014,New Sale,07,19,199597,Central Region,Kallang
CITY GATE,371 Beach Road  #01-39 ,42,Strata,1868250,44482,4132,07-AUG-2014,Retail,99 Yrs From 15/04/2014,New Sale,07,19,199597,Central Region,Kallang
CITY GATE,371 Beach Road  #01-27 ,52,Strata,2328000,44769,4159,06-AUG-2014,Retail,99 Yrs From 15/04/2014,New Sale,07,19,199597,Central Region,Kallang
CITY GATE,371 Beach Road  #B1-25 ,41,Strata,1278750,31189,2898,05-AUG-2014,Retail,99 Yrs From 15/04/2014,New Sale,07,19,199597,Central Region,Kallang
CITY GATE,371 Beach Road  #B1-26 ,41,Strata,1278750,31189,2898,04-AUG-2014,Retail,99 Yrs From 15/04/2014,New Sale,07,19,199597,Central Region,Kallang
FORTUNE CENTRE,190 Middle Road  #03-25 ,31,Strata,748000,24129,2242,29-JUL-2014,Retail,99 Yrs From 18/10/1980,Resale,07,18,188979,Central Region,Rochor
CITY GATE,371 Beach Road  #02-35 ,42,Strata,1438500,34250,3182,25-JUL-2014,Retail,99 Yrs From 15/04/2014,New Sale,07,19,199597,Central Region,Kallang
ALEXANDRA CENTRAL,321 Alexandra Road  #02-32 ,15,Strata,960000,64000,5946,25-JUL-2014,Retail,99 Yrs From 05/03/2012,New Sale,03,15,159971,Central Region,Bukit Merah
COCO PALMS,21 Pasir Ris Grove  #01-35/36 ,112,Strata,2571000,22955,2133,24-JUL-2014,Retail,99 Yrs From 07/01/2008,New Sale,18,51,518070,East Region,Pasir Ris
GOLDEN MILE TOWER,6001 Beach Road  #01-55D ,34,Strata,980000,28824,2678,24-JUL-2014,Retail,99 Yrs From 09/06/1969,Resale,07,19,199589,Central Region,Kallang
COCO PALMS,21 Pasir Ris Grove  #01-31 ,56,Strata,1095000,19554,1817,24-JUL-2014,Retail,99 Yrs From 07/01/2008,New Sale,18,51,518070,East Region,Pasir Ris
COCO PALMS,21 Pasir Ris Grove  #01-32 ,94,Strata,1476000,15702,1459,24-JUL-2014,Retail,99 Yrs From 07/01/2008,New Sale,18,51,518070,East Region,Pasir Ris
CONCORDE SHOPPING CENTRE,317 Outram Road  #02-30 ,19,Strata,336600,17716,1646,22-JUL-2014,Retail,99 Yrs From 16/06/1980,Resale,03,16,169075,Central Region,Bukit Merah
MANHATTAN HOUSE,151 Chin Swee Road  #01-31 ,14,Strata,338000,24143,2243,18-JUL-2014,Retail,99 Yrs From 15/10/1969,Resale,03,16,169876,Central Region,Outram
THE GOLDEN LANDMARK,390 Victoria Street  #02-28 ,27,Strata,611800,22659,2105,11-JUL-2014,Retail,99 Yrs From 30/04/1981,Resale,07,18,188061,Central Region,Rochor
PEOPLE'S PARK CENTRE,101 Upper Cross Street  #01-07 ,38,Strata,1680000,44211,4107,11-JUL-2014,Retail,99 Yrs From 02/06/1970,Resale,01,05,058357,Central Region,Outram
THE GOLDEN LANDMARK,390 Victoria Street  #02-26 ,25,Strata,435000,17400,1616,08-JUL-2014,Retail,99 Yrs From 30/04/1981,Resale,07,18,188061,Central Region,Rochor
CONCORDE SHOPPING CENTRE,317 Outram Road  #B1-22 ,34,Strata,590000,17353,1612,08-JUL-2014,Retail,99 Yrs From 16/06/1980,Resale,03,16,169075,Central Region,Bukit Merah
GOLDEN MILE COMPLEX,5001 Beach Road  #03-94 ,17,Strata,180000,10588,984,04-JUL-2014,Retail,99 Yrs From 04/08/1969,Resale,07,19,199588,Central Region,Kallang
FORTUNE CENTRE,190 Middle Road  #04-10 ,27,Strata,550000,20370,1892,04-JUL-2014,Retail,99 Yrs From 18/10/1980,Resale,07,18,188979,Central Region,Rochor
SULTAN PLAZA,100 Jalan Sultan  #02-03 ,64,Strata,826800,12919,1200,02-JUL-2014,Retail,99 Yrs From 02/05/1978,Resale,07,19,199001,Central Region,Kallang
JUNCTION NINE,18 Yishun Avenue 9  #01-34 ,54,Strata,2173000,40241,3738,25-JUN-2014,Retail,99 Yrs From 30/04/2013,New Sale,27,76,768897,North Region,Yishun
HIGH STREET CENTRE,1 North Bridge Road  #01-43 ,25,Strata,484200,19368,1799,23-JUN-2014,Retail,99 Yrs From 02/06/1969,Resale,06,17,179094,Central Region,Downtown Core
JUNCTION NINE,18 Yishun Avenue 9  #02-57 ,28,Strata,1070000,38214,3550,18-JUN-2014,Retail,99 Yrs From 30/04/2013,Sub Sale,27,76,768897,North Region,Yishun
OASIA HOTEL,8 Sinaran Drive  #06-06 ,63,Strata,3288300,52195,4849,17-JUN-2014,Retail,99 Yrs From 23/04/2007,Resale,11,30,307470,Central Region,Novena
OASIA HOTEL,8 Sinaran Drive  #06-07 ,66,Strata,3443500,52174,4847,17-JUN-2014,Retail,99 Yrs From 23/04/2007,Resale,11,30,307470,Central Region,Novena
OASIA HOTEL,8 Sinaran Drive  #06-05 ,71,Strata,3705400,52189,4848,17-JUN-2014,Retail,99 Yrs From 23/04/2007,Resale,11,30,307470,Central Region,Novena
OASIA HOTEL,8 Sinaran Drive  #06-15 ,81,Strata,4229200,52212,4851,16-JUN-2014,Retail,99 Yrs From 23/04/2007,Resale,11,30,307470,Central Region,Novena
COSTA RHU,7 Rhu Cross  #B1-03 ,55,Strata,950000,17273,1605,12-JUN-2014,Retail,99 Yrs From 30/05/1994,Resale,15,43,437435,Central Region,Kallang
HOUGANG SUPERBOWL,50 Hougang Avenue 1 ,2078,Land,3510000,1689,157,12-JUN-2014,Retail,99 Yrs From 16/06/1984,Resale,19,53,538885,North East Region,Hougang
PEACE CENTRE/MANSIONS,1 Sophia Road  #01-11/12 ,68,Strata,2300000,33824,3142,10-JUN-2014,Retail,99 Yrs From 02/06/1970,Resale,09,22,228149,Central Region,Rochor
CENTREPOINT,176 Orchard Road  #01-05 ,32,Strata,5500000,171875,15968,06-JUN-2014,Retail,99 Yrs From 17/08/1979,Resale,09,23,238843,Central Region,Orchard
PRINSEP PLACE,58 Prinsep Street  #01-01/#02-01 ,411,Strata,5500000,13382,1243,05-JUN-2014,Retail,99 Yrs From 17/01/1997,Resale,07,18,188686,Central Region,Rochor
FOOK HAI BUILDING,150 South Bridge Road  #B1-20 ,28,Strata,568000,20286,1885,04-JUN-2014,Retail,99 Yrs From 18/01/1972,Resale,01,05,058727,Central Region,Outram
TEXTILE CENTRE,200 Jalan Sultan  #03-07 ,75,Strata,855420,11406,1060,04-JUN-2014,Retail,99 Yrs From 02/06/1970,Resale,07,19,199018,Central Region,Kallang
VISION EXCHANGE,2 Venture Drive  #02-34 ,51,Strata,2470000,48431,4499,02-JUN-2014,Retail,99 Yrs From 10/06/2013,New Sale,22,60,608526,West Region,Jurong East
VISION EXCHANGE,2 Venture Drive  #02-44 ,50,Strata,2421000,48420,4498,16-MAY-2014,Retail,99 Yrs From 10/06/2013,New Sale,22,60,608526,West Region,Jurong East
VISION EXCHANGE,2 Venture Drive  #02-43 ,48,Strata,2325000,48438,4500,16-MAY-2014,Retail,99 Yrs From 10/06/2013,New Sale,22,60,608526,West Region,Jurong East
